station/location,date,gre000d0,hto000d0,nto000d0,prestad0,rre150d0,sre000d0,tre200d0,tre200dn,tre200dx,ure200d0
SMA,20120629,317,0,46,948,0,667,24.9,18.9,31.5,66.2
SMA,20120630,301,0,29,948.8,2.6,683,23.7,19.2,30.2,72
SMA,20120701,46,0,100,953.9,28,18,16.7,14,20.5,93.6
SMA,20120702,110,0,96,953.2,57,50,16.3,14,19.6,93
SMA,20120703,118,0,96,953.5,2.9,61,16.5,14.4,20.7,91.9
SMA,20120704,192,0,92,950,0,184,18.5,14.7,23.4,84.4
SMA,20120705,255,0,75,947.4,9.3,501,19.2,15.5,25.8,82.1
SMA,20120706,60,0,96,949.6,5.7,0,16.2,14.9,18.5,90.9
SMA,20120707,305,0,33,949.7,0,641,19.2,14.9,24.6,74.1
SMA,20120708,235,0,71,948.5,0.8,344,19.1,13.9,22.9,71.7
SMA,20120709,286,0,50,951.2,0.7,560,19.6,16.2,24,64
SMA,20120710,222,0,58,950.9,9.1,407,18.3,15.7,25.3,84.6
SMA,20120711,158,0,92,952.6,0,145,16.6,13.7,19.6,71.4
SMA,20120712,133,0,83,954,0.1,71,15.2,13.6,17.9,68.8
SMA,20120713,178,0,88,947.1,7.2,163,16.2,12.8,22.3,76.4
SMA,20120714,266,0,63,946.9,0,424,18.2,15.2,21.8,60.6
SMA,20120715,170,0,83,953.8,9.6,202,13.6,11.1,17.7,80.9
SMA,20120716,284,0,50,961.7,0,567,15,10.5,19.9,65.9
SMA,20120717,321,0,17,961.4,0,786,18.2,14.6,22.5,60.2
SMA,20120718,308,0,29,955.3,0,695,20.4,14.4,27.3,64.1
SMA,20120719,246,0,75,950.2,0,399,19.5,16.3,23.2,65.2
SMA,20120720,85,0,92,952.1,8.7,10,15.8,11.9,19,78.1
SMA,20120721,94,0,88,955.8,22.1,59,12.9,10.8,15.4,93.7
SMA,20120722,276,0,46,959.7,0,536,14.1,10.1,19.5,72
SMA,20120723,335,0,8,957,0,837,16.2,9.6,22,61.8
SMA,20120724,316,0,8,952.7,0,812,19.4,12.1,26.2,67.6
SMA,20120725,249,0,50,952,0,488,21.3,16.5,28.1,73.4
SMA,20120726,317,0,4,953,0,827,22.7,16.5,29.9,64.4
SMA,20120727,308,0,25,950.1,0.4,745,24.5,17.9,31.8,59.5
SMA,20120728,147,0,88,948.4,5.1,95,20.4,16.7,25.1,75.2
SMA,20120729,65,0,96,951.6,6.2,0,16.5,14.2,17.7,87.7
SMA,20120730,280,0,75,954.8,0,613,17.8,13.4,23.3,69
SMA,20120731,301,0,46,954.6,0,695,19.5,14.4,25,67.5
SMA,20120801,311,0,29,950.7,0.3,716,21.9,14.7,29.2,66.6
SMA,20120802,246,0,58,952,1.6,538,21,17.3,25.4,70.7
SMA,20120803,166,0,63,953.3,0,149,19.9,16.7,23.8,73.1
SMA,20120804,268,0,79,950.5,11.4,551,20.5,16.2,26.3,67.4
SMA,20120805,223,0,75,947.9,0.4,446,19.5,15.8,24.4,80.8
SMA,20120806,72,0,96,952.7,4.8,65,15.8,13,19.6,85.4
SMA,20120807,264,0,29,958.7,0,567,17.3,13.1,21.4,70.3
SMA,20120808,297,0,25,958.8,0,763,18.4,12.9,23.5,65.7
SMA,20120809,275,0,46,958.7,0,707,18.9,12.9,24.8,67.4
SMA,20120810,270,0,29,957.8,0,631,19.3,13.8,24.9,65.3
SMA,20120811,296,0,4,954.4,0,781,18.3,13,23.8,64.9
SMA,20120812,269,0,54,950.2,0,711,18.6,11.6,25.3,66.3
SMA,20120813,250,0,83,949.8,0,496,20.4,16.2,25.9,69.8
SMA,20120814,237,0,38,949.9,0,477,21,15.7,25.8,66.8
SMA,20120815,275,0,46,948.8,28.3,705,23.1,16.8,30.4,63.7
SMA,20120816,156,0,92,955.2,5.2,96,17.6,14.6,21.2,85
SMA,20120817,288,0,17,956.1,0.1,760,19.5,13.6,25.9,76.5
SMA,20120818,287,0,0,956.4,0,789,22.1,15.4,29.7,70.4
SMA,20120819,279,0,0,956.6,0,756,24.2,17.5,32.3,70.8
SMA,20120820,256,0,29,957.3,1.3,637,24.6,18.5,32.4,67.9
SMA,20120821,235,0,54,954.6,0.3,510,23.3,17.6,29.9,75.5
SMA,20120822,217,0,25,953.7,6.1,514,23.4,18.9,27.6,66.9
SMA,20120823,196,0,75,950.8,8.9,401,20.9,17.4,26.3,80.6
SMA,20120824,85,0,96,948,11.1,67,18.8,16.8,23.6,87.5
SMA,20120825,180,0,88,949,6.4,289,18.6,13.8,24.8,83.7
SMA,20120826,215,0,63,954.8,0,390,16.1,13.3,19.7,67.9
SMA,20120827,268,0,13,956.3,0,759,16.5,10.9,22.6,68.1
SMA,20120828,196,0,58,955.4,0.1,455,18.6,13.4,24.9,72.3
SMA,20120829,225,0,50,955.4,0.7,542,19.7,14.5,27,72.8
SMA,20120830,63,0,100,954.9,21.2,27,15.9,12.5,19.7,89.3
SMA,20120831,32,0,100,955.3,42.4,0,11.1,9.5,12.9,95.7
SMA,20120901,29,0,100,956,6,0,11.3,9.5,12.5,96.2
SMA,20120902,125,0,92,957.6,0,84,14.4,11.7,18.3,88.4
SMA,20120903,73,0,96,956.2,0,4,16.1,13.7,18.1,85.7
SMA,20120904,103,0,88,953.8,0,59,18.4,16,21.3,82
SMA,20120905,87,0,83,954.4,0.2,17,17.4,14.9,20.6,85.6
SMA,20120906,148,0,67,959.2,0,216,16.1,12.4,19.8,82.5
SMA,20120907,215,0,17,959.9,0,539,15.8,10.9,22.6,81.1
SMA,20120908,236,0,0,956.9,0,650,16.5,11.6,23.6,78.6
SMA,20120909,232,0,17,953.5,0,697,18.7,12.7,25.9,74.4
SMA,20120910,220,0,38,953.7,0,647,20.3,15.6,26.6,66.1
SMA,20120911,150,0,75,952.2,33.3,250,18.8,15.5,24.8,75.7
SMA,20120912,48,0,100,951.3,8,0,11.1,8,15.4,89
SMA,20120913,123,0,67,952.2,0,133,10,7.6,13.6,79.7
SMA,20120914,209,0,38,952.8,0,476,11.3,5.6,17.2,76.1
SMA,20120915,125,0,63,953.4,0,242,13.5,10.7,18,77.7
SMA,20120916,178,0,42,951.7,0,451,13.6,9.1,19.9,85.1
SMA,20120917,191,0,58,951.3,0,589,16.2,12.3,21.8,79.6
SMA,20120918,165,0,63,949.8,15.6,427,16.7,12.9,22.2,83.4
SMA,20120919,68,0,88,954.7,5.7,129,10.7,7.1,13.8,91.1
SMA,20120920,211,0,25,957.3,0.1,657,9.9,5.7,15.7,78.5
SMA,20120921,204,0,46,952.5,7.5,623,13.7,6.8,20.4,78.2
SMA,20120922,17,0,100,951.4,7.7,0,13.6,10.5,15.8,94.8
SMA,20120923,141,0,83,948.1,0,329,14,10.1,19.3,91
SMA,20120924,79,0,75,941.1,2.3,67,15,12.3,18.4,81.5
SMA,20120925,168,0,71,940.2,0,476,13.7,10.1,20.2,80
SMA,20120926,146,0,88,939.7,7.1,386,12.3,9.1,18.3,84.1
SMA,20120927,182,0,63,949,0,492,11.9,6.8,17.4,73.4
SMA,20120928,191,0,25,954,0,635,12.4,8.4,17.9,77.2
SMA,20120929,25,0,96,953.2,9.7,0,11,9.9,11.7,95
SMA,20120930,47,0,100,954.8,0.4,0,11.1,9.9,12.5,93.2
SMA,20121001,62,0,88,954,0,17,12.6,10.9,15.7,88.5
SMA,20121002,160,0,54,954.9,0,545,13.1,10.7,17.5,76.7
SMA,20121003,136,0,63,953.3,0.1,291,13.4,9.7,17.8,81.8
SMA,20121004,58,0,88,951.6,0.8,18,13.8,11.8,16.9,82.2
SMA,20121005,160,0,54,953.7,0,594,14.7,11.3,19.9,83.2
SMA,20121006,147,0,50,952.8,3.1,431,16.1,11.6,21.9,72.7
SMA,20121007,47,0,100,953.6,5.7,22,12.8,6.9,16.1,89.8
SMA,20121008,56,0,96,953.7,8.3,3,10.1,6,12.6,92.8
SMA,20121009,32,0,96,948.6,24.6,17,13.8,12.2,16.4,96
SMA,20121010,31,0,100,948.6,24.2,7,12.7,12.1,14.3,97.2
SMA,20121011,65,0,75,946.1,1.8,109,12.3,11.4,14.5,95.3
SMA,20121012,28,0,88,947.9,7.7,0,11.3,7,13.4,93.1
SMA,20121013,127,0,75,948.3,0,367,9.5,6.8,12.7,82.3
SMA,20121014,74,0,96,939.3,5.8,113,9.9,7.2,12.6,78.2
SMA,20121015,35,0,96,944.7,0.5,0,6.2,4.5,10.5,86
SMA,20121016,129,0,46,948.6,0,396,7.1,2.3,12.1,79.6
SMA,20121017,119,0,50,949,0,413,10.7,5.8,18,79.1
SMA,20121018,134,0,79,949.3,0,415,12.5,7.9,19.1,80.5
SMA,20121019,146,0,17,950.9,0,583,13.5,8.8,20.3,79.9
SMA,20121020,138,0,33,953.6,0,564,13,8.1,20.3,81.7
SMA,20121021,132,0,8,952.6,0,563,13.2,9,19.6,84
SMA,20121022,107,0,21,955.1,0.2,309,11.8,9.1,17.1,91.5
SMA,20121023,23,0,100,956.5,0.6,0,8.4,7.7,9.3,96.7
SMA,20121024,16,0,100,953.8,0.5,0,7.5,7,8.1,96.7
SMA,20121025,19,0,100,949.7,0,0,7.8,7,8.6,95.6
SMA,20121026,18,0,100,939.3,5,0,7.8,7.2,8.9,94.1
SMA,20121027,15,0,100,933.3,26.4,0,2.5,-1.3,7.7,96
SMA,20121028,15,11,100,944.3,10.4,0,-1,-2,-0.2,94.5
SMA,20121029,83,19,67,949.8,0,189,-0.4,-2.5,1.4,93
SMA,20121030,122,7,42,944,0,481,1.8,-0.6,5.9,83.9
SMA,20121031,102,2,54,936.4,0.3,393,1.2,-1.7,4.1,93.2
SMA,20121101,101,0,79,930.1,2.3,323,6.8,2.4,11.4,79
SMA,20121102,90,0,71,939.9,1.3,261,8.5,4.8,11.9,74.7
SMA,20121103,87,0,67,941.5,0.1,344,11.8,7.3,16.5,63.8
SMA,20121104,92,0,83,939.3,20.3,284,11,6.1,15.9,79.9
SMA,20121105,74,0,67,942.5,3.8,208,6.9,5.1,10.2,81.7
SMA,20121106,36,0,83,953.6,1.7,44,4.1,1.4,6.8,91.1
SMA,20121107,47,0,67,962.8,0,53,4.6,1.5,8.1,80.5
SMA,20121108,64,0,88,957.3,0,151,5.1,1,9,84.9
SMA,20121109,91,0,42,951.3,1.9,416,6.8,2.8,11.3,83.9
SMA,20121110,33,0,92,942.8,10.5,0,8.7,7.2,10.3,94.3
SMA,20121111,14,0,100,947.1,17.5,0,8.4,7.4,9,96.1
SMA,20121112,12,0,100,959,4.4,0,7.2,6.6,7.8,96.3
SMA,20121113,68,0,92,963.1,0,135,6.4,5.8,8.1,92.7
SMA,20121114,63,0,50,960.1,0,194,5.6,2.4,9.1,87.7
SMA,20121115,55,0,96,956.3,0,203,4.2,2.9,6.7,96.2
SMA,20121116,57,0,92,953.2,0,217,3.5,1.9,6.4,95.6
SMA,20121117,57,0,92,949.4,0,175,4,1.7,7,94
SMA,20121118,66,0,67,948.7,0,300,4.5,1.9,8,92.7
SMA,20121119,27,0,100,951.4,0,0,2.7,0.9,4.5,94.6
SMA,20121120,27,0,100,953.4,0,0,2.3,1.1,3.5,93.6
SMA,20121121,43,0,88,953.9,0,78,2.5,0.9,4.6,94.8
SMA,20121122,25,0,96,957.3,0,0,5.9,4.3,8.2,90.8
SMA,20121123,58,0,83,955.9,0,154,6.7,3.7,9.6,85.1
SMA,20121124,58,0,83,953.5,0,164,7.7,5.3,11.1,79.9
SMA,20121125,28,0,83,952.3,2.3,14,10.1,7.2,12.4,76.6
SMA,20121126,22,0,100,945.4,2,0,8.1,6,9.6,95.1
SMA,20121127,21,0,100,940.9,1.7,0,5.2,4.6,6.2,86.9
SMA,20121128,4,0,100,933.8,21.7,0,4,1.2,5.4,96.2
SMA,20121129,7,8,100,935.6,8.6,0,0.2,-0.3,1.3,98.3
SMA,20121130,49,9,75,941.7,0,96,-0.4,-2.7,1.6,91.1
SMA,20121201,27,6,92,947.1,0,6,-2.4,-3.2,-1.9,86.5
SMA,20121202,18,6,100,949,2.8,31,-1.6,-2.7,-0.3,85.4
SMA,20121203,40,11,75,950.6,16.5,179,-0.8,-2.7,3.1,84.2
SMA,20121204,29,6,88,939.9,9.3,43,2.6,0.5,5,88.6
SMA,20121205,27,10,96,939.8,3.9,18,0.4,-0.4,2.3,93.7
SMA,20121206,31,13,75,948.8,0,40,-1.4,-4.4,0,86.6
SMA,20121207,13,9,96,941.5,15.4,0,-2.6,-4.7,-0.8,92.2
SMA,20121208,20,24,100,950.9,0,0,-2.5,-3.7,-0.9,90.5
SMA,20121209,29,20,96,956.4,4,6,-2.9,-6.6,-0.6,82.7
SMA,20121210,28,22,96,948,4.9,45,0.2,-0.9,1.7,91.1
SMA,20121211,34,24,92,954.8,0.1,61,-2.3,-3.4,0,84.8
SMA,20121212,70,20,42,955,0,431,-5.5,-8.3,-3,89.4
SMA,20121213,35,17,92,947.9,0,87,-5.5,-10,-2.2,89
SMA,20121214,53,14,88,940.8,14.7,147,0.4,-2.7,3.3,86.5
SMA,20121215,35,9,92,942.8,8.7,78,4.3,1.6,6.8,93.5
SMA,20121216,24,0,79,946.5,7.8,10,5.7,3.9,7,85.7
SMA,20121217,25,0,96,945.3,9.8,3,4.8,2.6,6.6,88.2
SMA,20121218,17,0,100,949.8,8.9,4,2.3,-0.1,4.2,94.3
SMA,20121219,39,0,71,955.9,0,91,2,-1.1,4.6,95.4
SMA,20121220,14,0,88,949.7,6.4,0,-0.5,-2.1,2,94.3
SMA,20121221,43,0,67,948.8,0,133,4.9,1.7,8,86.2
SMA,20121222,31,0,96,953.1,18.5,12,3.5,1.9,4.8,92.3
SMA,20121223,23,0,79,952.1,0,0,9.2,4.9,11.3,78.7
SMA,20121224,59,0,42,948.4,0,312,8.3,3.8,13,66.8
SMA,20121225,53,0,75,945.3,10.4,212,9.6,5.9,13.6,65.7
SMA,20121226,31,0,67,951.9,1.1,66,6.6,5.4,8.3,72.4
SMA,20121227,12,0,100,949.1,9.6,0,6,3.9,8.7,78.1
SMA,20121228,29,0,83,961.3,0.8,18,4.9,3.1,6.2,77.4
SMA,20121229,68,0,38,955.8,0.1,406,4.5,0.9,8.6,75.6
SMA,20121230,49,0,58,957.7,0,216,6.7,4.2,8.8,62.1
SMA,20121231,63,0,38,955.1,0,320,3.5,0.6,6.9,73.4
SMA,20130101,10,0,88,947.4,5.1,0,4,0.4,6.5,77.8
SMA,20130102,39,0,50,959.3,0,164,2,-0.3,4.4,88.8
SMA,20130103,35,0,96,970,0.3,114,1.6,-1.6,3.8,84.2
SMA,20130104,19,0,100,970.6,0.1,0,5,2.7,6.7,88.5
SMA,20130105,21,0,92,967.1,0,0,5.7,4.9,6.5,88.1
SMA,20130106,14,0,100,965.1,0,0,4,1.9,4.9,89.5
SMA,20130107,21,0,100,962.4,0,0,2.7,1.4,3.9,93.1
SMA,20130108,65,0,54,960.3,0,312,2.1,-0.8,5.4,86.5
SMA,20130109,27,0,100,955.3,2.1,0,-0.7,-1.8,1,97.7
SMA,20130110,10,0,96,949.2,8.8,0,1.2,-0.8,2.9,96
SMA,20130111,14,0,96,948.8,3.4,0,1.1,0,2.5,96.2
SMA,20130112,61,0,75,949.3,0.9,300,1.3,-0.1,3.7,79.7
SMA,20130113,25,2,100,945.9,0,0,-0.2,-0.9,0.5,93
SMA,20130114,12,0,96,945.6,0.1,0,-1.1,-1.9,-0.3,90.2
SMA,20130115,32,0,63,940.4,0.7,0,-1.5,-3.6,-0.1,83.9
SMA,20130116,32,2,79,940.7,1,2,-3.6,-5.5,-1.1,75.7
SMA,20130117,27,4,100,945.1,3.9,0,-5,-6,-3.8,90.6
SMA,20130118,67,11,54,940.2,0,278,-6.1,-8.3,-3.4,85.4
SMA,20130119,28,9,100,928.9,2.9,0,-4.3,-6.3,-2.3,88.8
SMA,20130120,33,9,96,927.1,0.3,7,-2.1,-3.7,-0.3,93.3
SMA,20130121,44,6,92,933.1,0.6,3,-1.1,-2.6,0.3,90.2
SMA,20130122,47,6,79,938.4,0.1,98,0.5,-2.1,3.1,87.5
SMA,20130123,94,5,25,939.7,0,488,-1.6,-4.1,2,85.3
SMA,20130124,8,4,100,942.6,0,0,-2.2,-4,-1.2,85.6
SMA,20130125,49,3,96,948.8,0,21,-2.8,-5.5,-1.3,79.5
SMA,20130126,77,3,58,947.1,0,242,-3.7,-7.1,-0.5,80.3
SMA,20130127,57,3,88,945.9,9,27,0.1,-3.9,4.1,72.9
SMA,20130128,47,3,71,951.7,0.3,161,1.7,0.3,4.3,95
SMA,20130129,22,1,100,955.7,13.4,0,4.4,2.4,6.8,78.4
SMA,20130130,40,0,96,954.2,6.4,15,9.5,4.9,13,78.4
SMA,20130131,91,0,63,956.7,1,330,7.7,4.5,10.2,61.1
SMA,20130201,15,0,96,942.3,16.3,0,6.9,5.2,9,85.2
SMA,20130202,27,0,100,937,5.1,1,2.7,-1.6,8.8,86.3
SMA,20130203,45,3,83,953.9,2.5,64,-0.3,-1.8,1.5,82.3
SMA,20130204,16,6,100,953,3.3,0,2.5,-0.9,6.2,86.5
SMA,20130205,44,0,100,942.7,11.4,46,3.9,-0.7,7,81.7
SMA,20130206,37,12,83,935.2,5.1,0,-0.2,-1.3,1.4,84.7
SMA,20130207,44,14,96,944.9,3.9,61,-1.3,-2.3,0.5,90.9
SMA,20130208,49,18,92,947.2,2.4,23,-1.7,-2.6,-0.6,86.3
SMA,20130209,55,22,79,950.4,3.2,71,-3.5,-5.3,-1,86.1
SMA,20130210,127,20,21,944.9,1.2,539,-5.4,-9.3,-2.8,79
SMA,20130211,64,20,100,934.5,2.5,0,-3.8,-5.8,-1.5,86.7
SMA,20130212,36,20,96,941.9,1.3,0,-3.9,-4.7,-2.9,88
SMA,20130213,58,21,96,953.7,0,0,-4,-7.6,-2.2,77.8
SMA,20130214,102,16,58,954.1,2.6,222,-4.7,-9.5,-1,79.6
SMA,20130215,28,17,96,952.6,1.3,0,0.6,-2.3,2.6,93.8
SMA,20130216,62,10,92,956.4,0,54,0.9,-1.4,3.7,91.3
SMA,20130217,71,9,92,953.8,0,82,0.6,-2.3,2.4,83.1
SMA,20130218,137,7,29,952.2,0,483,-0.1,-2.9,3.6,77.5
SMA,20130219,119,4,63,950.9,0.2,330,0.5,-3.7,4.8,70.8
SMA,20130220,47,3,100,950.3,0,0,-0.4,-2.6,1.1,82.8
SMA,20130221,48,3,100,947,0,0,-3.5,-4.6,-2.3,74.1
SMA,20130222,48,1,96,941.1,0,22,-5.4,-6.3,-4.6,77.2
SMA,20130223,56,1,100,940.8,0.8,10,-5.3,-6.5,-3.4,76.3
SMA,20130224,74,4,100,944.7,0.1,56,-4.7,-6.6,-2.8,80.4
SMA,20130225,119,4,67,951,0,315,-4.4,-8.4,0.1,77
SMA,20130226,83,3,92,957,0,78,-2.4,-6.4,0.3,83.1
SMA,20130227,19,3,100,958.4,0.1,0,0.1,-1.2,1.6,89.3
SMA,20130228,37,4,79,956.8,0,0,0.6,-2,2.5,90.3
SMA,20130301,42,1,96,954.4,0,0,-0.1,-2.2,1.4,87.2
SMA,20130302,21,1,100,955,0,0,-0.7,-1.3,-0.1,85.7
SMA,20130303,133,1,63,954.1,0,341,0,-1.9,3.3,79.2
SMA,20130304,137,1,29,951.5,0,358,-0.2,-3.9,5.4,83.7
SMA,20130305,131,0,38,945.5,0,319,3.4,-2.8,10,69.2
SMA,20130306,115,0,83,937.2,0,276,8,3.3,13.9,55.3
SMA,20130307,116,0,63,936.6,0,183,8.5,3.3,12.9,61.7
SMA,20130308,126,0,83,936.6,1.7,297,8.4,4.2,13.3,73.2
SMA,20130309,137,0,75,939,0,276,9.2,6.2,13.1,70.6
SMA,20130310,140,0,67,935.9,0.4,210,8.1,5.4,13.7,72.3
SMA,20130311,71,0,88,934.5,1.2,134,6,3.2,10,87.6
SMA,20130312,112,0,83,932.1,0,108,4.7,1.3,10.3,84.6
SMA,20130313,27,0,100,936.1,4.2,0,-0.4,-3.4,2.2,87.3
SMA,20130314,144,4,54,942.8,2.6,351,-3.7,-6.9,-0.4,75.6
SMA,20130315,128,6,42,949,0.3,279,-3,-6.8,0.3,69.2
SMA,20130316,179,1,58,947,0,441,0.2,-6.1,5.7,55.4
SMA,20130317,63,0,88,936.7,0,1,4,1.5,6.4,65.3
SMA,20130318,36,0,92,930.6,4.6,20,3.1,2,4,89.2
SMA,20130319,146,0,71,937,0,299,4.4,1.3,8.7,68.1
SMA,20130320,90,0,75,941.2,0.4,89,4.5,1.6,8.4,71.3
SMA,20130321,119,0,63,950.4,0,225,4.5,2.2,7.9,68.8
SMA,20130322,208,0,58,945.4,0,560,6.4,1.7,12.1,62.4
SMA,20130323,88,0,96,943.4,0,37,3.2,0.5,6.9,71.1
SMA,20130324,94,0,100,941,0.3,15,0.6,-0.9,2.6,75.6
SMA,20130325,76,0,100,940.1,3.4,0,-0.9,-2.4,1.3,88
SMA,20130326,98,2,100,940.3,2.7,0,-2.5,-3.6,-0.9,88.1
SMA,20130327,142,2,88,940.8,0.6,124,-1.1,-3.8,3.8,80.7
SMA,20130328,45,0,100,940.8,16,5,1.5,-1.7,4.4,93.7
SMA,20130329,57,0,100,941.5,8.7,1,0.7,-0.1,2.6,85.7
SMA,20130330,43,1,100,937.3,11.1,0,1.7,0.1,3.7,97.1
SMA,20130331,60,1,100,941.2,1.5,0,0.4,-0.7,2.2,93.2
SMA,20130401,221,0,58,939.1,0,478,1.6,-1.3,7,75
SMA,20130402,83,0,100,939.8,0,0,1.2,-1.2,3.5,77.5
SMA,20130403,68,0,100,943,0,0,2.5,0.7,4.4,74.8
SMA,20130404,149,0,83,939.7,0,136,3.9,-0.6,8.4,73.4
SMA,20130405,43,0,100,939.7,0,0,2.1,0.7,3.1,83.8
SMA,20130406,109,0,96,948.1,0,9,3.7,0.2,6.7,73.2
SMA,20130407,88,0,92,950.3,0,7,2.9,0.4,6.1,71.5
SMA,20130408,87,0,100,941.4,2.3,0,2.9,-1,8,85.1
SMA,20130409,110,0,75,940.3,4.3,225,5.8,2.9,10.1,84.5
SMA,20130410,159,0,67,945.5,5.8,206,9.3,5.9,13,58.1
SMA,20130411,133,0,96,942.2,14.7,126,10.4,5.6,17,84.4
SMA,20130412,128,0,63,945.2,1.4,161,8.9,6,15.1,73.8
SMA,20130413,188,0,50,955.8,0.1,348,10.2,6.3,15.9,62.3
SMA,20130414,274,0,29,959.2,0,744,14.4,7.5,22.2,52.5
SMA,20130415,267,0,42,956.3,0,704,16.6,9,24,49.1
SMA,20130416,220,0,58,956.6,0,391,16.9,12.3,22.1,55.6
SMA,20130417,266,0,46,957.2,0,696,17.6,11.5,23.7,57.4
SMA,20130418,199,0,63,955.1,11.4,374,17.2,10.5,24.5,57.8
SMA,20130419,25,0,100,958,46.7,0,6.4,0.2,10.7,93.7
SMA,20130420,35,5,100,954.3,6.9,0,2.7,-0.1,5.8,97.6
SMA,20130421,46,0,100,952.2,2.1,0,6.7,4.9,8.3,95.1
SMA,20130422,71,0,100,952.3,0,0,8.5,6.9,10.5,86.3
SMA,20130423,164,0,63,957.2,0,171,10.4,5.9,15.8,74.6
SMA,20130424,291,0,17,961,0,773,13.8,6.5,21.1,63.2
SMA,20130425,300,0,8,958.6,0,777,16.3,8.9,23.3,51.2
SMA,20130426,201,0,58,947.7,1.9,317,15.7,11.4,22.8,66.1
SMA,20130427,42,0,100,940.1,7,0,8.8,5.1,13.3,90.5
SMA,20130428,137,0,96,948.2,1,72,7.7,4.1,12.6,82.8
SMA,20130429,61,0,100,952.4,0.5,0,9.3,7.3,11.8,88.5
SMA,20130430,53,0,88,952.1,0,0,10.3,8.5,12.6,88.4
SMA,20130501,211,0,88,952.4,0.9,364,13,9.3,19.3,83.9
SMA,20130502,196,0,88,951.7,44.3,258,14.3,10.5,21.2,82.5
SMA,20130503,85,0,88,950,3.7,50,10.9,9.1,14.4,88.8
SMA,20130504,86,0,83,954.5,0.2,10,11,8.8,13.4,81.9
SMA,20130505,247,0,50,955.2,0,434,13.3,7.8,19.7,70.8
SMA,20130506,205,0,67,952,1.6,359,13.6,8.9,18.7,75.7
SMA,20130507,221,0,79,951,0,306,14.2,10.5,19.4,72.8
SMA,20130508,318,0,21,949.9,0.8,739,16.2,8.7,22.4,59.8
SMA,20130509,156,0,88,951,24.7,143,14.9,12.8,19,83.7
SMA,20130510,86,0,92,952.2,3.4,28,10.8,8.5,13.1,89.9
SMA,20130511,107,0,88,952.4,4,76,9.6,8.2,12.9,85.2
SMA,20130512,141,0,92,953.5,1.8,138,9.3,7.3,13,74.7
SMA,20130513,154,0,88,954.3,0,181,10.9,6.1,16.1,67.5
SMA,20130514,292,0,42,946.4,0,476,14.3,9.4,20.3,66.8
SMA,20130515,186,0,88,938.2,0,218,14.1,10.5,20.1,72.2
SMA,20130516,131,0,88,933.1,2.2,61,12,8.5,16.1,82.7
SMA,20130517,81,0,92,937.6,0.5,4,9.9,8,12.7,85
SMA,20130518,312,0,42,942.6,0,656,14.3,7.8,20.3,57.2
SMA,20130519,204,0,92,945.1,0.3,285,11,7.4,16.3,68.7
SMA,20130520,206,0,79,948.6,0,226,10.9,8.1,15.7,65.5
SMA,20130521,54,0,96,948,8.9,0,9.1,7.8,10.3,87.5
SMA,20130522,53,0,100,947.5,2.8,0,8.5,6.6,9.5,90.9
SMA,20130523,172,0,92,945.1,1,166,7.3,4.8,13.4,80.5
SMA,20130524,99,0,88,946.1,3.2,36,4.3,2.5,8.8,86.1
SMA,20130525,154,0,96,947.2,0.6,91,5.7,2.3,10.4,82.1
SMA,20130526,121,0,100,950.3,3.8,64,7.4,4.9,11.2,74.3
SMA,20130527,297,0,46,947.3,0.2,578,10.9,5.8,16.8,69.6
SMA,20130528,253,0,83,940.3,12.4,397,12.3,6.8,21,75.9
SMA,20130529,108,0,96,940.9,3.6,58,7,4.7,11.1,86.8
SMA,20130530,156,0,83,943.1,5.2,89,8.9,6.3,13.4,80.1
SMA,20130531,29,0,100,943.1,50.7,0,7.8,6.8,9.4,94.8
SMA,20130601,22,0,100,948.7,16.4,0,10.7,9.4,11.2,96.4
SMA,20130602,127,0,75,955,0,125,11.6,8.3,15.4,81.9
SMA,20130603,200,0,92,957.2,0,196,9.2,5.2,14,74.1
SMA,20130604,278,0,50,953.3,0,523,12.1,4.4,19.2,69.3
SMA,20130605,350,0,17,951.7,0,820,15.9,8.4,22.8,64.5
SMA,20130606,355,0,17,953.4,0,852,17.4,10.3,23.2,57.4
SMA,20130607,334,0,33,953.5,0,684,17.9,11.3,25.3,61.1
SMA,20130608,337,0,29,949.3,0.1,758,19.1,12.3,25.4,61.8
SMA,20130609,199,0,92,945.6,39.3,154,16.6,12,21,69
SMA,20130610,106,0,96,948,6.9,50,13,10.9,18,89.5
SMA,20130611,144,0,75,953.3,0.3,105,14.2,11.8,18,82.4
SMA,20130612,313,0,58,956.1,0,669,16.9,10.4,23.3,66.6
SMA,20130613,346,0,21,953.9,4.1,782,19.8,13.1,28,64.3
SMA,20130614,149,0,92,955,3.5,16,14,11.2,16.8,83.4
SMA,20130615,319,0,63,952.3,1.1,547,18.5,12.3,25.6,76.3
SMA,20130616,322,0,38,952.1,0,698,20.6,14.2,27.5,68.5
SMA,20130617,340,0,17,949.6,0,793,25.3,17.7,32.8,55
SMA,20130618,339,0,21,950.6,0,785,26.2,19.8,33.8,53.9
SMA,20130619,248,0,54,948.7,0,554,25,19,30.5,53.4
SMA,20130620,163,0,63,949.6,4.4,287,20,14.3,24.2,79.8
SMA,20130621,203,0,75,952.9,6.6,218,17.5,13.7,22.3,72.1
SMA,20130622,218,0,71,953.7,0.2,372,17,13.6,21.7,78.6
SMA,20130623,50,0,96,953.5,1.4,0,13.9,11.2,17.1,81
SMA,20130624,136,0,88,956.8,3.3,70,12.1,10.2,15.3,81
