station/location,date,gre000d0,hto000d0,nto000d0,prestad0,rre150d0,sre000d0,tre200d0,tre200dn,tre200dx,ure200d0
SMA,20100101,16,0,100,929.7,5.7,0,2.5,-0.9,4.3,94.3
SMA,20100102,53,1,63,950,0,175,-2.5,-4.8,-0.9,72.8
SMA,20100103,74,1,25,953.6,0,441,-4.4,-6.5,-1,70.6
SMA,20100104,65,1,38,947.1,0,326,-6.1,-8.2,-2.9,79.2
SMA,20100105,22,1,96,938.5,1,0,-5.9,-7.5,-5,86.2
SMA,20100106,15,4,96,936.2,0.1,0,-3.9,-5.5,-2.3,84.8
SMA,20100107,57,3,75,941.7,0,189,-2.4,-4.6,-0.4,83.9
SMA,20100108,5,3,100,939.9,0.7,0,-3,-4,-2.2,85.6
SMA,20100109,4,3,100,938.3,2.3,0,-5.1,-5.8,-4.1,87.4
SMA,20100110,24,6,100,945.3,0,0,-4.9,-5.9,-4,79.6
SMA,20100111,20,5,100,949.1,3.2,0,-4.5,-5.9,-3.3,82.9
SMA,20100112,43,11,100,945.8,0,73,-3.4,-4.1,-2.4,87.3
SMA,20100113,23,11,100,941.3,2.7,0,-1.3,-3.5,0.9,91.8
SMA,20100114,34,12,92,941.2,0,1,0.2,-1.3,1.4,93.5
SMA,20100115,26,6,96,953.8,0,0,0.3,-0.6,1.4,85.9
SMA,20100116,42,6,92,953.6,5.6,16,-0.6,-2.2,2.8,83.5
SMA,20100117,48,4,88,954,0.3,116,4,1.2,7,79.5
SMA,20100118,64,0,63,959.6,0,167,2.6,-0.7,5.5,81.1
SMA,20100119,34,0,100,955.3,0,0,-1.9,-3.3,-0.6,93.6
SMA,20100120,33,0,96,949.5,3.4,6,-2.6,-3.8,-0.8,90.1
SMA,20100121,66,5,75,954.6,0.1,263,2.2,-0.9,5.6,87
SMA,20100122,56,0,63,956.5,0,127,0.9,-0.8,3.4,86.9
SMA,20100123,55,0,63,956,0,175,-1,-2.8,0.9,81
SMA,20100124,61,0,54,956,0.7,110,-1.2,-4,1.4,85.8
SMA,20100125,20,3,100,958.7,1.2,0,0.3,-0.6,1.4,91.5
SMA,20100126,26,1,100,961.8,2.9,0,-2.4,-5.6,0.5,85.3
SMA,20100127,33,6,100,958.6,1.2,0,-5.7,-7.2,-4,79.7
SMA,20100128,10,7,100,945.1,1.4,0,-2.1,-4,-0.8,83.1
SMA,20100129,28,7,100,930.2,3.4,0,-0.1,-1.2,2,80.8
SMA,20100130,66,10,63,930.4,1.4,110,-2,-4.6,0.6,78.3
SMA,20100131,34,12,88,941.4,1.9,19,-4.5,-6.3,-3.6,82.9
SMA,20100201,61,15,92,948.5,2,96,-3.8,-5.6,-2.3,78.8
SMA,20100202,59,18,96,952.1,0,51,-0.2,-2.8,2,62
SMA,20100203,45,13,88,949.1,1.4,66,3.7,1.6,6.5,70.2
SMA,20100204,101,6,63,948.5,0,441,1.8,-1,6.1,81.7
SMA,20100205,12,4,96,944.3,10.3,0,1.7,0.1,2.9,91
SMA,20100206,42,1,96,946.7,0.5,0,1.9,0.4,2.6,93.2
SMA,20100207,26,0,100,950.2,0.6,0,1.1,-1,2.2,89.7
SMA,20100208,40,0,67,941.3,0,0,-1.5,-2.9,-0.6,80.9
SMA,20100209,80,0,88,936,1.2,177,-1.8,-4.3,0.9,81
SMA,20100210,46,2,100,938.4,3.4,0,-4.6,-8.1,-1.7,84
SMA,20100211,56,9,92,937.6,0.3,0,-7,-9,-5.7,83.1
SMA,20100212,50,8,71,944.4,0.2,6,-5.9,-9,-4.5,81.1
SMA,20100213,64,8,88,946.3,0,23,-5.5,-9.3,-3,77
SMA,20100214,31,6,100,945.2,0,0,-4.1,-4.7,-3.6,72.6
SMA,20100215,79,6,58,941.5,0,186,-4.3,-7.1,-1.7,70.3
SMA,20100216,130,5,4,936.5,0,443,-4.2,-9.1,0.4,75.5
SMA,20100217,70,5,88,930.1,0,26,0,-2.7,5.2,74.5
SMA,20100218,57,4,75,934.7,0.4,65,3.2,-0.2,7.7,82.1
SMA,20100219,31,1,92,930.7,4,0,2,0.6,4.4,89.9
SMA,20100220,115,0,83,936.7,0,284,1.9,-0.4,5.3,64.9
SMA,20100221,141,0,33,937.6,0,429,2.5,-1,6.6,54.9
SMA,20100222,113,0,67,932.8,0.4,323,6,1.6,11.2,56.3
SMA,20100223,40,0,83,934.4,4.4,7,6.6,5.1,7.9,72.5
SMA,20100224,106,0,71,938.8,1,260,6.7,3.3,10.9,74.3
SMA,20100225,114,0,88,937.1,4.8,260,6.6,2.2,11.3,70.3
SMA,20100226,85,0,79,936.7,0.1,108,6.4,4.8,10,66
SMA,20100227,139,0,79,940.5,0,355,6.5,1.5,10.8,48.6
SMA,20100228,49,0,88,933.6,0.1,12,8.4,4.8,12.3,55.8
SMA,20100301,155,0,33,946.4,0.6,456,6.7,3.9,11,52.4
SMA,20100302,56,0,88,954.4,1.4,20,5.3,3.5,7.7,77.2
SMA,20100303,109,0,83,949.2,0,220,3.3,0.4,6.9,69.2
SMA,20100304,66,0,88,946.1,0.2,72,1.1,-0.8,3.7,65.5
SMA,20100305,131,0,63,956,0,313,-0.8,-2.8,2.3,45.8
SMA,20100306,58,0,88,952.2,6.2,37,-2.3,-5.3,0.5,75
SMA,20100307,144,10,63,954.5,0,297,-4.1,-6.3,-0.6,70.6
SMA,20100308,192,5,17,951.7,0,590,-4.6,-8.1,0.5,56.7
SMA,20100309,100,5,96,948.2,0,65,-5,-7.7,-2.4,59.4
SMA,20100310,94,3,96,946.2,2.2,52,-3,-5,-1,58.9
SMA,20100311,61,7,100,947.2,1.9,0,-2.7,-3.7,-1.8,87
SMA,20100312,144,8,54,952.3,0,310,-2,-3.8,1.6,78.9
SMA,20100313,138,4,54,958.4,0,175,-0.2,-5.3,4.4,70.2
SMA,20100314,66,3,100,959.6,0.1,0,1.3,-1.4,3.5,67.7
SMA,20100315,105,2,88,959.5,1.3,111,3,0.7,6.5,72.8
SMA,20100316,54,0,63,960.8,1.8,36,2.9,1,5.2,86
SMA,20100317,180,0,54,961.9,0,496,5,-1.1,11.9,65.6
SMA,20100318,175,0,83,959.3,0,499,9.6,3.6,15.6,40.5
SMA,20100319,200,0,46,956.7,0.4,478,11.7,6.6,17.6,38.7
SMA,20100320,69,0,96,952.7,5.1,3,11.3,9.1,15.1,66.8
SMA,20100321,87,0,92,953.7,5.9,60,10.4,8,14.6,85.4
SMA,20100322,142,0,83,955.8,0,184,9.9,7.1,14.6,77.5
SMA,20100323,216,0,38,953.7,0,650,10.4,5.3,16.5,69.9
SMA,20100324,221,0,33,948.3,0,658,11.7,4.9,18.9,59.8
SMA,20100325,195,0,83,944.8,0,417,14.5,8.6,21.3,41.5
SMA,20100326,74,0,67,945.5,5.4,235,8.3,5.3,14.8,69.7
SMA,20100327,167,0,79,946.4,6.5,249,7.1,3.6,12.5,75.8
SMA,20100328,73,0,100,950.1,5.9,20,7.3,5.4,10.3,84.6
SMA,20100329,154,0,79,943.7,0.2,243,10.6,6.5,16.3,72.9
SMA,20100330,125,0,54,935.2,2.2,277,9.3,4.8,16.2,70.2
SMA,20100331,161,0,46,941.8,6.4,377,6.5,3.6,10.1,63.3
SMA,20100401,88,3,88,949.3,4.2,69,2,0.1,6.4,87.8
SMA,20100402,231,0,46,950.5,0,534,4.6,-0.4,10.5,65.4
SMA,20100403,182,0,92,947.1,2.9,332,9,4.6,14.1,53.9
SMA,20100404,119,0,96,950.7,1.9,79,6.6,4.2,11.1,74.3
SMA,20100405,162,0,71,961,0,305,5.7,3.1,9.9,63.6
SMA,20100406,266,0,0,957.2,0,731,8.2,0.4,16.1,53.1
SMA,20100407,260,0,38,953.2,0,687,12,3.6,19.7,48.3
SMA,20100408,150,0,83,957.4,0,103,11.6,8.2,15.6,65.2
SMA,20100409,223,0,46,961.9,0,450,10.9,6.9,15.8,68.2
SMA,20100410,197,0,67,959.3,0,290,9.7,5.3,14.3,58.7
SMA,20100411,213,0,46,951.8,0,449,5.6,1.4,10.4,57.2
SMA,20100412,87,0,83,947.8,0,45,4.7,2.3,8.6,65.4
SMA,20100413,208,0,33,947.3,0,423,5.8,0.8,11.8,64.4
SMA,20100414,89,0,96,948.5,5.5,15,5.7,3.7,7.9,78.1
SMA,20100415,113,0,83,949.3,0.4,16,6.4,3.8,9.9,77.1
SMA,20100416,145,0,75,952.1,0,151,7.5,2.4,12.3,69.2
SMA,20100417,252,0,42,951.8,0,579,10.3,5.5,16.7,63.7
SMA,20100418,173,0,75,948.3,0.5,277,10.3,5.1,15.3,66.1
SMA,20100419,237,0,38,949.7,0.2,493,12.2,6.7,18.4,59.8
SMA,20100420,151,0,75,951.5,0.2,235,11.5,7.5,15.8,61.1
SMA,20100421,275,0,38,950.6,0,692,12.8,7.4,17.8,52.9
SMA,20100422,268,0,58,948.1,0,707,10.4,4.3,16.4,50.4
SMA,20100423,204,0,88,947,0,217,11.1,5.6,16.5,52
SMA,20100424,282,0,4,952.2,0,745,14.3,6.9,21.2,47
SMA,20100425,260,0,38,956.7,0.1,697,16.3,9,22.8,45.7
SMA,20100426,214,0,79,959.4,3.3,348,14.4,11.1,18.7,69.5
SMA,20100427,258,0,33,959.7,0,582,13.9,8.6,19.8,62
SMA,20100428,302,0,29,958.5,0,769,15.5,7.6,22.6,51.3
SMA,20100429,299,0,29,952.2,1.5,738,18.5,10.9,25.2,51
SMA,20100430,210,0,75,949.5,13,292,16.2,12.3,21.5,69.7
SMA,20100501,40,0,100,947.8,13.3,0,11.7,9.9,12.5,92.5
SMA,20100502,48,0,100,946.2,15.4,0,9.3,7.3,10.5,92.6
SMA,20100503,125,0,96,946.4,8.1,42,8.7,6.6,12.5,85.3
SMA,20100504,22,0,100,945.4,3.2,0,8.6,7.2,9.8,90.4
SMA,20100505,21,0,100,940.4,4.8,0,7.6,6.5,8.5,92.1
SMA,20100506,46,0,96,938.4,3.3,0,6.9,5.2,8.3,89.4
SMA,20100507,117,0,92,942.4,0.1,17,7.6,4.9,11.2,76.7
SMA,20100508,224,0,71,944.1,0.4,298,11,6.4,16.5,66.7
SMA,20100509,205,0,83,943.9,7.3,322,11.6,8.6,17.8,77.5
SMA,20100510,135,0,88,941.9,1.4,115,11.6,9.4,16.3,87.5
SMA,20100511,208,0,88,940.4,5.4,269,11.9,8.7,20.3,83.3
SMA,20100512,165,0,92,942.7,18.1,90,11.9,8.8,16.5,78.3
SMA,20100513,77,0,100,944.4,8,0,7.4,5.7,9.6,90.5
SMA,20100514,94,0,96,944.4,1.5,0,7.7,5.9,10.4,85.1
SMA,20100515,56,0,100,945.2,2.9,0,7.3,5.8,9.1,85.8
SMA,20100516,88,0,96,952.6,0.2,5,7.6,5.5,9.8,79.6
SMA,20100517,149,0,88,957.6,2,158,10,6.8,13.4,73.6
SMA,20100518,176,0,75,960.1,0.3,223,9.8,5.6,13.9,70.8
SMA,20100519,152,0,92,960.2,3,121,8,5.4,12.4,76.4
SMA,20100520,56,0,100,962.1,0.6,0,8.8,6.7,11,87.3
SMA,20100521,168,0,79,961.2,0.1,180,11.9,8.8,16.9,77
SMA,20100522,306,0,17,957.8,0,662,14.6,8.2,20.9,67.2
SMA,20100523,335,0,4,955.3,0,808,16.7,9.3,22.6,59.5
SMA,20100524,344,0,8,951.5,0,836,18.6,10.6,25.9,55.3
SMA,20100525,322,0,42,948.2,0,700,21.3,14.6,27.2,47
SMA,20100526,224,0,88,945.6,6.4,341,18.1,13,23.2,56.7
SMA,20100527,168,0,75,946.7,2.4,210,14.4,11.7,18.1,79.6
SMA,20100528,235,0,79,950.3,2.2,239,15.1,10.9,19.7,72.6
SMA,20100529,246,0,79,952.9,10.5,289,15.8,11.8,21.2,71.1
SMA,20100530,99,0,96,948.7,19.2,14,13.3,10.9,16.1,84.7
SMA,20100531,205,0,83,950.6,0,205,11.5,7.2,15.7,68
SMA,20100601,161,0,92,951.1,2.6,107,12.3,8.7,16,69.7
SMA,20100602,69,0,100,951.1,5,0,11.4,10.1,12.9,89
SMA,20100603,95,0,96,952.6,4.7,5,11.8,10.8,14.4,89.7
SMA,20100604,339,0,33,954.1,0,748,16.5,9.8,23.1,70.2
SMA,20100605,355,0,8,954.5,0,845,19.6,11.3,26.7,58.6
SMA,20100606,249,0,63,951.1,14.7,485,19.9,15.1,27.8,71.3
SMA,20100607,140,0,96,950.1,0.1,103,16.8,14.6,20.4,80.4
SMA,20100608,246,0,75,945.5,2,413,18.4,14.1,24.7,77.4
SMA,20100609,300,0,54,942.3,0,547,21.6,14.5,28.8,59.2
SMA,20100610,306,0,46,941.5,0,634,25,19.6,29.8,38
SMA,20100611,274,0,38,946,0,506,21,16.6,25.5,65.6
SMA,20100612,137,0,92,948.8,0,15,18.1,15.6,21.8,70
SMA,20100613,68,0,100,949.1,9.3,6,16.2,14,18,87.8
SMA,20100614,246,0,67,949.3,0,320,16.6,13.4,21.5,74.6
SMA,20100615,145,0,88,949.8,0,28,16.5,13.7,19.7,78.8
SMA,20100616,43,0,100,948,1.9,0,14.2,12.5,16.9,86.2
SMA,20100617,113,0,96,948.8,39.3,38,14.4,12.2,19.1,85.7
SMA,20100618,87,0,83,948.4,28.4,125,13.5,11.8,16.8,90.1
SMA,20100619,71,0,96,944,17.4,38,10.6,8.6,13.3,91.7
SMA,20100620,108,0,100,947.1,0.7,17,9.1,7.1,11.7,84.3
SMA,20100621,126,0,92,953.2,0,8,11.1,9,14.5,79.2
SMA,20100622,221,0,67,956.4,0,285,12.7,8.1,17.8,71.7
SMA,20100623,334,0,38,955.6,0,734,15.2,7.9,21.6,61.2
SMA,20100624,356,0,13,953.8,0,845,16.9,10,23,59.1
SMA,20100625,344,0,21,951.7,0,832,18.7,12,25.3,57.1
SMA,20100626,347,0,8,951.2,0,822,20.6,13.8,27.1,56.3
SMA,20100627,347,0,8,953.3,0,832,21.5,14.8,27.9,57.6
SMA,20100628,341,0,13,954.4,0,813,21.9,15.7,28.2,56.5
SMA,20100629,310,0,46,954.5,0,610,22.1,16.5,28.3,58.1
SMA,20100630,316,0,17,955.1,0,722,22.3,17.3,28.1,63.6
SMA,20100701,317,0,38,953.2,0,761,22.7,17,28.6,61.6
SMA,20100702,315,0,42,952.9,0,742,24,17.8,30.4,60.8
SMA,20100703,277,0,38,954.1,4.1,583,23.5,18.6,31,66.1
SMA,20100704,206,0,83,956.5,13.3,253,20.6,18.4,25.4,85.4
SMA,20100705,291,0,42,956,1.4,555,21.9,18,26.4,64.1
SMA,20100706,209,0,75,957.7,0.1,278,19.5,15.8,24.3,64.2
SMA,20100707,349,0,8,957.4,0,853,19.8,13.2,25.5,53
SMA,20100708,345,0,17,956.5,0,838,22.2,14.5,29.5,53.4
SMA,20100709,302,0,54,956.3,0,616,24.4,17.5,31.4,59.9
SMA,20100710,305,0,42,955.6,11.9,722,24.4,18.3,32.7,66.6
SMA,20100711,306,0,50,954.8,0,624,23.3,18.5,30,70.9
SMA,20100712,316,0,58,952.1,5.1,651,22.6,16.7,32,68.8
SMA,20100713,287,0,67,949.9,2.8,651,21.8,16.2,27.5,73.4
SMA,20100714,312,0,38,947.1,3.7,711,24.9,19.3,32.6,70.2
SMA,20100715,230,0,54,952.3,0.8,372,20.6,17.4,25,75.4
SMA,20100716,286,0,50,952.9,6,525,23,16.9,30.9,67.8
SMA,20100717,150,0,96,956.9,0.7,153,18.3,14.9,23.8,82.7
SMA,20100718,311,0,42,960.2,0,622,18.4,14.5,23.5,67.2
SMA,20100719,341,0,8,956.4,0,839,19.4,13.1,25.1,64.6
SMA,20100720,335,0,8,950.4,0,838,21.5,14.1,28.1,62.1
SMA,20100721,295,0,33,947.9,0.8,614,23.9,17.6,30.7,61.4
SMA,20100722,196,0,83,950.9,15.4,367,20,16.9,26.6,80.6
SMA,20100723,43,0,96,954.2,9.9,11,15.7,13,18,91.6
SMA,20100724,57,0,96,956.9,1.7,1,13.6,12.4,15.8,85.9
SMA,20100725,259,0,71,953.4,0.3,439,15.9,11.8,20,61.6
SMA,20100726,167,0,96,950.8,17.7,131,15.9,12.9,21.6,79.4
SMA,20100727,185,0,71,953.9,0,212,16.2,13.6,19.7,77.4
SMA,20100728,104,0,75,954.2,14.8,54,15.9,13.3,17.8,87.2
SMA,20100729,87,0,96,949.4,19.4,70,14.6,12.8,17.3,91.7
SMA,20100730,188,0,79,951.9,1.8,248,14.5,11.8,19.6,80.4
SMA,20100731,330,0,13,953.1,0,825,17.1,10.2,24.4,65.3
SMA,20100801,302,0,54,952.5,2.8,632,20.8,14.4,27.9,68.8
SMA,20100802,85,0,96,952.4,7.7,68,17.4,15.7,21.4,90.4
SMA,20100803,172,0,67,952.1,0.9,265,16.7,13.8,20.9,78.6
SMA,20100804,239,0,67,948.4,2.2,418,17,13.2,21.8,71.4
SMA,20100805,46,0,100,946.3,7.8,0,14.1,12.7,16.6,88.6
SMA,20100806,153,0,71,953.1,0.1,181,14.5,11.7,18.1,75.1
SMA,20100807,294,0,13,955,0.8,750,16.4,10.6,22.6,67.9
SMA,20100808,174,0,75,954.2,2.4,277,17.3,14.7,22.1,80.2
SMA,20100809,300,0,21,953.3,0,729,19.3,14.2,24.9,68.9
SMA,20100810,282,0,58,952.5,0,596,20.5,15.3,25.8,61
SMA,20100811,201,0,88,951.8,2.6,253,21,18,25.4,65.1
SMA,20100812,97,0,88,951,13.1,36,16.7,14.1,19.1,88.4
SMA,20100813,147,0,71,952.2,0.1,89,16.3,13.7,20.4,80
SMA,20100814,101,0,96,949.1,16.3,35,15.8,13.1,19.5,86.5
SMA,20100815,119,0,88,948.5,2.4,51,15,12.6,18.6,75.1
SMA,20100816,64,0,100,950.9,8.2,2,12.8,11.2,14.4,79
SMA,20100817,102,0,96,951.7,0,7,14.9,12.1,18.6,76.6
SMA,20100818,77,0,100,948.9,5.7,0,16.3,14.4,18.7,79.4
SMA,20100819,178,0,63,953.5,0,322,16.7,13.4,22,84.6
SMA,20100820,251,0,50,957.1,0,569,20.6,15.3,26.4,78.1
SMA,20100821,236,0,33,960.2,0,602,21.9,17.5,27.6,75.9
SMA,20100822,264,0,29,954.8,0,619,22.6,17.2,28.7,72.6
SMA,20100823,92,0,88,947.2,5.8,46,20.8,17.9,23,80.2
SMA,20100824,166,0,67,949.8,1.2,325,18.3,15.6,23,81
SMA,20100825,250,0,58,954.5,0,584,17.4,11.9,22.9,64.2
SMA,20100826,254,0,50,950.2,0.1,589,22.4,15.9,29,65
SMA,20100827,137,0,79,946.5,29.7,171,19.9,15.6,25.6,74.9
SMA,20100828,52,0,75,952.9,0.1,62,13.6,11.1,16.2,83.1
SMA,20100829,170,0,83,953.1,5.3,279,13.7,10.4,18,68.2
SMA,20100830,79,0,88,951.6,5.9,46,10.6,8.6,13.3,79.9
SMA,20100831,195,0,63,956.3,0.1,296,11.6,8.2,17,80.4
SMA,20100901,269,0,0,953.4,0,746,12.3,6.4,18.5,68.9
SMA,20100902,234,0,75,952.3,0,610,13.7,8.3,20.1,72.7
SMA,20100903,249,0,25,953.2,0,655,15.7,10.6,21.5,72.7
SMA,20100904,224,0,67,953.5,0,477,16,11.8,21.6,73.1
SMA,20100905,237,0,46,953.5,0,624,14.9,10.5,20.3,71.3
SMA,20100906,199,0,71,949.6,0.4,435,14.4,9.4,19.5,70.1
SMA,20100907,84,0,88,942.5,0.1,19,14.5,10.6,18.5,88.6
SMA,20100908,55,0,92,943.3,8.6,15,14,11.7,15.4,86.9
SMA,20100909,183,0,71,952.7,0,321,14.6,11.4,19,72
SMA,20100910,167,0,71,958,0,295,14.9,12.2,20.1,75.5
SMA,20100911,238,0,17,955.7,0,713,15,9.5,21.6,72.2
SMA,20100912,216,0,58,955.1,17.1,657,15.8,10.5,22.6,78
SMA,20100913,123,0,71,961.1,0.7,126,12.7,10.1,16.4,84.6
SMA,20100914,164,0,83,959.8,0,303,13.2,9,18.3,80
SMA,20100915,106,0,83,952.2,0.4,97,14.8,12.3,18.4,71.6
SMA,20100916,72,0,92,949.6,0.5,22,12.8,10.9,15.5,79.6
SMA,20100917,125,0,92,950.5,0.1,107,12.3,10.4,16.2,79.6
SMA,20100918,164,0,67,951.9,0,340,11.5,7.4,15.6,72.9
SMA,20100919,215,0,42,953.6,0,638,11.2,6.4,16.8,71
SMA,20100920,218,0,13,953.9,0,685,13.2,7.3,20.5,77.4
SMA,20100921,214,0,13,955.2,0,677,14.7,9.5,21.5,74.4
SMA,20100922,203,0,17,955.7,0,661,15.1,9.9,21.8,76.8
SMA,20100923,186,0,67,950.7,0,528,16.7,11.9,22.8,78
SMA,20100924,76,0,92,942.1,16.3,104,13.6,10.3,19.1,80.9
SMA,20100925,8,0,96,941.3,37.2,0,9.3,7.4,10.7,93.6
SMA,20100926,91,0,79,945.6,1,95,8.1,6.8,10.9,85.1
SMA,20100927,115,0,63,947.8,0,123,8.5,5.9,11.9,78.8
SMA,20100928,87,0,100,952.6,0,2,8.8,6.7,11.5,77.2
SMA,20100929,161,0,71,953.9,0,247,11,7.6,15.2,76.7
SMA,20100930,79,0,96,952,6.8,0,11.2,8.2,14.4,87.3
SMA,20101001,123,0,54,950.5,0,221,11.8,9.4,15.5,82.9
SMA,20101002,117,0,67,950.6,0,134,13.3,9.6,19.4,76.5
SMA,20101003,176,0,33,945.8,0,587,15.1,10.3,22.1,72.8
SMA,20101004,157,0,58,939.4,1.7,449,16,10.3,22.6,72
SMA,20101005,73,0,75,945.9,1.2,105,14.2,11.4,18.2,88
SMA,20101006,115,0,67,950,0,271,12.9,9.7,18.3,90
SMA,20101007,58,0,100,954.4,0,1,12.7,10.3,14.5,91.6
SMA,20101008,119,0,46,953.7,0,330,13.9,12,18.3,85.8
SMA,20101009,37,0,100,951.2,0,0,12.4,10.7,14.1,89.5
SMA,20101010,65,0,67,944.5,0,57,9.6,7.2,12,87.2
SMA,20101011,126,0,54,944.3,0,295,8,5.5,12.7,81.6
SMA,20101012,129,0,63,947.4,0,407,8,4.6,13.1,84.5
SMA,20101013,28,0,100,947.1,0,0,7.5,5.6,8.3,85
SMA,20101014,55,0,75,948.6,0,75,7.9,5.4,10.5,80.4
SMA,20101015,53,0,83,947.9,0,7,6.5,4.6,8.7,80.2
SMA,20101016,25,0,100,945.7,6.3,0,5.9,4.8,6.5,88.5
SMA,20101017,35,0,100,949,1.7,0,6,5.3,7.3,89.9
SMA,20101018,43,0,92,953.5,0,14,5.4,2.6,7.4,84.5
SMA,20101019,66,0,83,948.3,8.8,50,6.1,2.1,9.1,78.5
SMA,20101020,82,0,83,949,0.1,145,5.8,3.7,8.9,79.3
SMA,20101021,122,0,42,958.9,0,467,3.5,0.5,8.2,74.3
SMA,20101022,92,0,75,956.1,2.9,219,5.2,0.3,9.2,80.1
SMA,20101023,51,0,83,949.1,6.5,139,9.2,6.8,12.6,80
SMA,20101024,30,0,96,947.3,15.5,0,5.7,3.8,8.8,90
SMA,20101025,24,0,96,952.4,0.8,0,3.9,2.4,5.2,83.8
SMA,20101026,104,0,50,960.7,0,323,3.7,0.9,8.3,75.5
SMA,20101027,127,0,33,960.1,0,539,4.1,-0.3,9.5,78
SMA,20101028,109,0,50,957.7,0,323,7.8,4.7,12.9,70.2
SMA,20101029,127,0,25,949.4,0,525,8.3,3.4,15.7,78.4
SMA,20101030,88,0,75,942.3,0,185,10.2,7.1,15.9,71.8
SMA,20101031,62,0,92,936.8,0,133,9.7,7,12.7,75
SMA,20101101,82,0,63,943.2,0,251,10.1,7.7,14.6,79.3
SMA,20101102,39,0,92,952,0,22,8.9,6.9,10.6,83.5
SMA,20101103,66,0,71,956.6,0,95,10.6,6.2,14.4,76.2
SMA,20101104,109,0,75,963.2,0,513,13.2,10.4,17.8,72.6
SMA,20101105,58,0,71,962.5,0,74,12.2,9.5,15.5,81.5
SMA,20101106,69,0,83,953,0,128,12.2,10.7,15.8,72.3
SMA,20101107,12,0,96,938,4.4,0,8.1,4.7,12,80.2
SMA,20101108,36,0,96,922.9,1.4,17,3.9,2.1,5.4,85.6
SMA,20101109,80,0,67,918,0,288,5.1,2.3,9.1,83.6
SMA,20101110,66,0,79,929.8,1.2,122,7,4.4,11.4,78.6
SMA,20101111,71,0,75,945,8.1,189,6.1,4.4,9.1,71.6
SMA,20101112,11,0,100,942.4,21.9,0,11,5.8,14,85.5
SMA,20101113,84,0,42,943,0,422,13.7,9.8,17.2,65.3
SMA,20101114,95,0,29,941.3,0,439,12.3,7.6,16.8,65.1
SMA,20101115,32,0,92,945.8,21.6,53,8.6,5,12.5,86.5
SMA,20101116,12,0,100,951.3,6.5,0,2.5,0.4,5,93.1
SMA,20101117,27,0,88,944.4,0,0,2.9,2,3.8,86.2
SMA,20101118,23,0,96,945.2,0.2,0,3.3,-0.2,5.4,90.9
SMA,20101119,55,0,71,950.8,0,65,5.2,2.4,8.2,82.8
SMA,20101120,70,0,88,947.2,0,175,2.9,1,5.9,87.1
SMA,20101121,20,0,100,938.9,0.4,0,2.2,1.3,3.2,89.8
SMA,20101122,7,0,100,935.8,2.7,0,2.7,2,3.3,90.2
SMA,20101123,13,0,96,940.5,1.2,0,1.7,0.7,2.3,86.6
SMA,20101124,11,0,100,943.8,1.2,0,1.3,0.1,2.5,84.1
SMA,20101125,51,0,83,938.7,6.4,98,1.8,0.1,4.1,73
SMA,20101126,30,11,92,939.1,0.1,0,-1.4,-2.3,0,87.4
SMA,20101127,31,7,75,938.6,0.6,89,-2.9,-5.2,-1.9,84.3
SMA,20101128,46,8,92,936.1,1.1,0,-1.4,-2.8,0,88
SMA,20101129,58,8,63,940.1,1.9,204,-1.1,-4.6,1.6,78.7
SMA,20101130,55,7,63,940.1,0,183,-4.2,-7,-2.5,80.8
SMA,20101201,13,4,100,932.5,5.7,0,-3.6,-4.3,-2.7,87.8
SMA,20101202,33,11,67,940.6,0,44,-3.8,-6.4,-2.5,84.7
SMA,20101203,32,10,88,943.6,0,9,-4.9,-6,-4,87.7
SMA,20101204,44,8,67,952.6,0,133,-3.7,-5.4,-1.4,82.2
SMA,20101205,26,8,100,944.7,15.2,0,-1,-4.2,3.1,77
SMA,20101206,12,7,100,933.7,19.3,0,2.3,0.3,5.6,95.9
SMA,20101207,45,0,75,936.2,3.6,148,7.4,4,10.6,86.1
SMA,20101208,27,0,96,938.4,20.2,47,8,5.6,10.7,89.5
SMA,20101209,51,6,67,957.2,0,156,-0.5,-2.2,5.2,84
SMA,20101210,8,5,96,964.1,0.6,0,-0.4,-2.2,1.8,78.2
SMA,20101211,38,4,79,958.3,0.1,65,2.7,0.9,4.9,76.8
SMA,20101212,27,0,88,950.5,0.6,18,1.5,0.7,3,85
SMA,20101213,39,1,67,952.9,0,138,-2.5,-6.3,0.9,77.7
SMA,20101214,26,0,100,956,0.4,0,-4.8,-6.6,-3.9,79.2
SMA,20101215,20,4,96,958.4,3.1,0,-6.1,-7.9,-5,83.3
SMA,20101216,51,8,75,947.1,2,85,-4.7,-6.4,-2.7,77.7
SMA,20101217,12,10,100,930.7,6.4,0,-2.6,-4.7,0,88.8
SMA,20101218,44,18,79,935.7,0,101,-4.3,-6.6,-1.8,77.4
SMA,20101219,31,12,88,934.8,2.2,23,0.2,-5.4,4.8,64.5
SMA,20101220,23,6,92,938.9,0.7,3,5.1,1.4,8.9,74.6
SMA,20101221,23,1,71,939.8,0.2,2,3.8,1.5,6.4,79.3
SMA,20101222,37,0,96,936.1,0.7,35,3.8,2.7,6.5,91.8
SMA,20101223,32,0,79,931.2,5,5,3,1.5,5.2,95
SMA,20101224,8,0,100,934.6,14.5,0,0.1,-2.1,2.6,94.6
SMA,20101225,26,13,96,948.7,1.4,0,-4.3,-6.4,-2,87.8
SMA,20101226,71,15,13,958.3,0,429,-7.7,-11.3,-5.3,83.9
SMA,20101227,51,13,71,956.7,0,147,-7.3,-11,-4.8,87.2
